name,slug,city,state,country,latitude,longitude,website,type,total_enrollment,undergraduate_enrollment,acceptance_rate,average_sat,average_act,tuition_in_state,tuition_out_state,room_and_board,books_supplies,graduation_rate,retention_rate,avg_net_price,percent_receiving_aid,student_faculty_ratio,pcip01,pcip03,pcip04,pcip05,pcip09,pcip10,pcip11,pcip12,pcip13,pcip14,pcip15,pcip16,pcip19,pcip22,pcip23,pcip24,pcip25,pcip26,pcip27,pcip29,pcip30,pcip31,pcip38,pcip39,pcip40,pcip41,pcip42,pcip43,pcip44,pcip45,pcip46,pcip47,pcip48,pcip49,pcip50,pcip51,pcip52,pcip54
University of South Carolina-Columbia,university-of-south-carolina-columbia,Columbia,SC,USA,33.996788,-81.026935,https://www.sc.edu/,Public,28113,28113,61.49,1297,29,12688,34934,12558,1226,77.75,90.74,24532,41.72,18.0,0.0,1.15,0.0,0.52,6.36,0.0,3.99,0.0,2.4,6.76,0.0,0.35,0.0,0.0,0.84,2.08,0.0,10.78,0.99,0.0,0.0,4.53,0.29,0.0,1.05,0.0,5.75,3.04,0.61,5.41,0.0,0.0,0.0,0.0,3.55,11.94,26.75,0.86
California State University-Sacramento,california-state-university-sacramento,Sacramento,CA,USA,38.559415,-121.423549,https://www.csus.edu/,Public,27867,27867,93.62,,,7602,19482,16278,1112,55.82,81.07,10512,24.85,21.0,0.0,0.8,0.58,1.0,5.71,0.0,3.53,0.0,5.95,6.39,1.05,0.5,0.73,0.0,1.83,1.97,0.0,4.38,0.64,0.0,1.54,4.94,0.27,0.0,0.53,0.0,8.41,7.12,2.43,9.61,0.0,0.0,0.0,0.0,4.16,11.37,12.78,1.79
Utah Valley University,utah-valley-university,Orem,UT,USA,40.281078,-111.716456,https://www.uvu.edu/,Public,27481,27481,,,,6270,17830,,670,40.74,69.67,8463,8.95,28.0,0.0,0.05,0.11,0.0,2.06,0.12,6.32,1.06,3.25,1.63,1.17,0.31,1.65,0.01,0.98,35.6,0.0,2.29,0.41,0.13,0.29,1.22,0.2,0.0,0.27,0.0,4.44,5.07,0.56,1.51,0.95,0.63,0.08,2.99,4.33,5.82,14.3,0.16
University of Arkansas,university-of-arkansas,Fayetteville,AR,USA,36.070009,-94.176981,https://www.uark.edu/,Public,27312,27312,71.67,1174,25,9748,28772,13290,1154,69.97,86.46,17525,34.05,20.0,4.19,0.38,2.86,0.0,6.23,0.0,2.33,0.0,3.6,8.75,0.0,0.9,3.39,0.0,0.86,0.0,0.0,3.87,0.53,0.0,0.97,4.06,0.19,0.0,1.85,0.0,4.63,1.68,1.09,4.4,0.0,0.0,0.0,0.0,2.36,10.18,29.46,1.26
Georgia State University,georgia-state-university,Atlanta,GA,USA,33.7527,-84.38667,https://www.gsu.edu/,Public,27109,27109,62.28,1149,23,8478,23709,16328,2000,53.72,78.35,15931,41.47,25.0,0.0,0.13,0.0,0.27,3.12,0.0,12.66,0.0,4.49,0.0,0.05,2.54,0.0,0.0,1.37,0.0,0.0,8.26,0.6,0.0,8.43,0.0,0.71,0.0,2.04,0.0,9.03,3.23,1.88,7.15,0.0,0.0,0.0,0.0,8.43,5.82,18.93,0.86
George Mason University,george-mason-university,Fairfax,VA,USA,38.83195,-77.307063,https://www2.gmu.edu/,Public,27083,27083,88.83,1247,28,13815,39397,15151,1278,69.32,87.35,18287,34.25,16.0,0.0,0.64,0.0,0.07,2.3,1.32,13.0,0.0,1.85,4.91,0.0,0.48,0.25,0.0,1.64,4.83,0.0,5.92,0.88,0.0,2.05,1.62,0.26,0.0,0.96,0.0,6.23,8.81,1.59,7.39,0.0,0.0,0.0,0.0,4.89,8.12,18.82,1.16
The University of Texas Rio Grande Valley,the-university-of-texas-rio-grande-valley,Edinburg,TX,USA,26.306759,-98.173567,https://www.utrgv.edu/,Public,27026,27026,84.82,1020,,9859,19939,9662,1190,49.27,78.91,6500,25.58,19.0,0.06,0.75,0.0,0.06,2.72,0.0,2.74,0.0,0.0,6.74,0.08,0.83,1.35,0.0,2.56,0.0,0.0,11.35,0.96,0.0,9.94,6.86,0.29,0.0,0.77,0.0,9.4,9.83,3.33,3.56,0.0,0.0,0.0,0.0,3.53,10.02,10.87,1.39
San Jose State University,san-jose-state-university,San Jose,CA,USA,37.336569,-121.880621,https://www.sjsu.edu/,Public,26757,26757,80.23,,,7992,19872,19866,938,64.65,86.43,13741,20.75,18.0,0.0,0.95,0.0,0.16,6.37,0.0,3.66,0.0,2.64,12.43,1.73,0.48,0.0,0.0,1.27,0.9,0.0,2.78,1.34,0.0,1.88,4.4,0.17,0.0,1.3,0.0,7.07,3.44,0.79,5.52,0.0,0.0,0.0,0.76,7.48,6.94,24.74,0.79
North Carolina State University at Raleigh,north-carolina-state-university-at-raleigh,Raleigh,NC,USA,35.785111,-78.674517,https://www.ncsu.edu/,Public,26389,26389,39.85,1380,30,8895,31767,13719,869,84.64,93.42,16931,33.99,15.0,9.71,3.36,0.87,0.0,3.0,0.0,4.37,0.0,2.63,23.25,0.24,0.97,0.0,0.0,1.25,0.4,0.0,10.03,2.21,0.0,2.72,2.36,0.3,0.0,1.66,0.15,4.5,0.0,0.7,4.91,0.0,0.0,0.0,0.0,1.98,0.0,17.54,0.88
University of Utah,university-of-utah,Salt Lake City,UT,USA,40.762484,-111.846044,https://www.utah.edu/,Public,26041,26041,87.17,1231,26,9315,29837,12398,1100,63.91,85.38,13172,21.5,18.0,0.0,0.6,0.88,1.15,4.51,0.0,8.57,0.0,1.17,8.14,0.0,1.19,1.93,0.0,2.12,0.0,0.0,8.17,1.36,0.0,3.96,2.03,0.48,0.0,2.06,0.0,8.1,0.0,2.12,15.22,0.0,0.0,0.0,0.0,6.49,5.63,13.01,1.14
Auburn University,auburn-university,Auburn,AL,USA,32.599378,-85.488258,https://www.auburn.edu/,Public,25732,25732,50.47,1318,,12536,33944,15396,1200,79.21,93.19,23897,27.01,21.0,4.07,2.41,2.09,0.0,4.02,0.0,3.96,0.0,4.18,17.14,0.0,0.41,3.26,0.88,0.58,0.07,0.0,10.58,0.5,0.0,1.11,0.0,0.09,0.0,0.83,0.0,3.5,0.0,0.46,2.53,0.0,0.0,0.0,2.34,2.81,6.4,25.23,0.55
Colorado State University-Fort Collins,colorado-state-university-fort-collins,Fort Collins,CO,USA,40.574805,-105.080732,https://colostate.edu/,Public,25148,25148,89.59,,26,12896,33751,15606,1200,66.91,84.83,20332,30.89,17.0,6.69,1.75,1.27,0.29,5.04,0.0,3.94,0.0,0.6,9.4,3.17,0.29,6.4,0.0,1.38,1.38,0.0,15.21,1.0,0.0,1.92,5.42,0.33,0.0,1.13,0.0,5.31,0.21,1.4,7.65,0.0,0.0,0.0,0.0,3.15,0.35,13.92,1.38
Iowa State University,iowa-state-university,Ames,IA,USA,42.026212,-93.648504,https://www.iastate.edu/,Public,25033,25033,89.13,1199,25,10497,27683,9726,1091,75.47,87.56,18165,45.91,18.0,9.83,1.68,1.66,0.12,3.04,0.0,4.38,0.0,4.91,22.01,1.31,0.52,2.4,0.0,1.18,1.1,0.0,5.92,1.18,0.48,0.95,4.16,0.17,0.0,1.16,0.0,3.79,1.63,0.17,2.25,0.0,0.0,0.0,0.0,3.93,1.05,18.2,0.83
California State Polytechnic University-Pomona,california-state-polytechnic-university-pomona,Pomona,CA,USA,34.057912,-117.821476,https://www.cpp.edu/,Public,24271,24271,73.7,,,7439,19319,16330,995,66.74,88.14,11580,25.26,23.0,4.14,0.0,4.08,0.24,2.78,0.0,4.14,0.0,2.31,16.58,2.07,0.35,1.08,0.0,1.62,2.67,0.0,4.32,1.26,0.0,1.19,2.73,0.38,0.0,2.18,0.0,5.65,0.0,0.0,8.59,0.0,0.0,0.0,0.0,3.25,0.0,27.13,1.27
University of Nevada-Las Vegas,university-of-nevada-las-vegas,Las Vegas,NV,USA,36.106047,-115.138462,https://www.unlv.edu/,Public,24131,24131,96.26,1091,,9142,26098,12072,1240,50.12,77.93,10011,27.07,18.0,0.0,0.0,1.45,0.11,4.48,0.0,4.63,0.0,7.94,5.05,0.0,0.15,0.0,0.0,1.98,0.11,0.0,5.01,0.4,0.0,1.09,5.03,0.53,0.0,1.47,0.08,9.22,6.46,2.82,6.17,0.0,0.0,0.0,0.0,6.02,6.95,22.11,0.74
University of Massachusetts-Amherst,university-of-massachusetts-amherst,Amherst,MA,USA,42.385999,-72.526728,https://www.umass.edu/,Public,23694,23694,57.77,1393,31,17357,39293,14869,1000,83.16,91.0,23691,47.89,18.0,3.47,2.24,1.79,0.27,4.46,0.0,7.02,0.0,0.78,6.91,0.0,1.86,0.0,1.12,1.53,1.0,0.0,10.33,2.85,0.0,8.13,1.66,0.16,0.0,1.31,0.0,7.14,0.64,0.9,9.62,0.0,0.0,0.0,0.0,1.98,6.62,15.12,1.1
University of North Carolina at Charlotte,university-of-north-carolina-at-charlotte,Charlotte,NC,USA,35.306022,-80.730919,https://www.charlotte.edu/,Public,23567,23567,80.21,1202,24,7214,21876,13864,950,67.71,85.13,14745,41.12,21.0,0.0,0.0,0.87,0.38,4.16,0.0,13.28,0.0,3.29,8.64,3.11,1.37,0.0,0.0,2.19,0.0,0.0,8.8,1.36,0.0,1.03,0.04,0.38,0.0,2.4,0.0,6.47,3.76,1.28,5.19,0.0,0.0,0.0,0.0,2.84,8.51,19.05,1.63
Florida Atlantic University,florida-atlantic-university,Boca Raton,FL,USA,26.372421,-80.102978,https://www.fau.edu/,Public,23458,23458,73.44,1119,23,4879,17324,12536,1256,64.33,84.16,8001,27.92,23.0,0.0,0.25,1.4,0.05,4.94,0.0,3.69,0.0,3.0,4.37,0.0,0.23,0.0,0.0,1.02,8.05,0.0,5.99,0.31,0.0,8.9,2.66,0.37,0.0,1.0,0.0,6.79,5.09,3.37,4.62,0.0,0.0,0.0,0.0,1.94,11.45,20.07,0.45
University of California-Santa Barbara,university-of-california-santa-barbara,Santa Barbara,CA,USA,34.416297,-119.846426,https://www.ucsb.edu/,Public,23205,23205,27.78,,,14965,45742,18684,1482,85.33,91.91,13825,20.21,17.0,0.0,4.89,0.0,1.31,8.62,0.0,2.44,0.0,0.0,3.64,0.0,2.5,0.0,0.0,2.67,0.02,0.0,11.02,9.33,0.0,2.09,0.0,1.52,0.0,5.23,0.0,9.8,0.0,0.0,26.79,0.0,0.0,0.0,0.0,5.27,0.0,0.72,2.16
University of Kentucky,university-of-kentucky,Lexington,KY,USA,38.038911,-84.504747,https://www.uky.edu/,Public,23189,23189,92.38,1213,26,13212,33406,15242,1200,69.93,86.67,17218,34.8,17.0,5.07,1.24,0.91,0.38,6.82,0.0,4.03,0.0,6.47,10.18,1.08,0.77,1.66,0.0,1.08,0.92,0.0,6.38,0.8,0.0,2.21,0.0,0.26,0.0,1.17,0.0,4.6,0.0,1.53,3.82,0.0,0.0,0.0,0.0,3.52,13.91,20.4,0.78
University of Missouri-Columbia,university-of-missouri-columbia,Columbia,MO,USA,38.94531,-92.328843,https://missouri.edu/,Public,23118,23118,77.02,1247,27,14130,34338,13550,950,76.18,91.31,19889,34.93,17.0,3.9,1.04,0.0,16.16,7.83,0.0,4.21,0.0,3.61,4.69,0.0,0.83,1.4,0.0,1.23,1.5,0.0,5.17,1.29,0.0,0.67,1.22,0.44,0.0,1.32,0.0,5.11,0.0,0.48,5.47,0.0,0.0,0.0,0.0,1.99,12.43,17.38,0.6
Northern Arizona University,northern-arizona-university,Flagstaff,AZ,USA,35.188449,-111.653724,https://nau.edu/,Public,23041,23041,90.95,,,12652,28900,11728,900,56.86,72.56,14922,33.1,19.0,0.0,3.65,0.0,0.07,4.5,0.0,1.58,0.0,8.61,3.76,0.0,1.01,0.0,0.0,1.26,6.03,0.0,7.99,0.67,0.0,2.41,4.16,0.19,0.0,1.67,0.74,7.58,0.46,2.46,6.63,0.0,0.0,0.0,0.0,2.62,14.53,16.98,0.43
Clemson University,clemson-university,Clemson,SC,USA,34.679381,-82.835114,https://www.clemson.edu/,Public,22778,22778,38.05,1341,30,15554,39498,12872,1436,87.9,92.83,22112,33.0,16.0,5.29,1.14,1.71,0.24,0.48,0.0,3.89,0.0,3.6,18.14,2.22,1.51,0.0,0.0,1.62,0.0,0.0,8.57,1.14,0.0,0.09,2.02,0.42,0.0,1.08,0.0,6.54,0.0,0.0,6.9,0.0,0.0,0.0,0.0,2.59,6.94,23.26,0.62
University of California-Riverside,university-of-california-riverside,Riverside,CA,USA,33.97246,-117.32741,https://www.ucr.edu/,Public,22644,22644,63.3,,,14170,44947,19433,1748,76.56,88.19,13707,32.81,23.0,0.0,0.68,0.0,0.76,0.0,0.0,6.48,0.0,3.14,6.98,0.0,1.68,0.0,0.0,2.81,1.09,0.0,19.53,3.27,0.0,0.85,0.0,0.69,0.0,1.84,0.0,10.05,0.0,1.58,18.1,0.0,0.0,0.0,0.0,4.33,0.0,14.45,1.7
University of Illinois Chicago,university-of-illinois-chicago,Chicago,IL,USA,41.871837,-87.650503,https://www.uic.edu/,Public,21814,21814,78.5,1242,27,14338,29360,14600,1400,60.3,78.37,12313,24.96,17.0,0.0,0.0,1.66,0.99,1.78,0.0,8.77,0.0,3.46,10.78,0.19,0.29,1.16,0.0,1.26,0.0,0.0,12.34,1.18,0.0,1.53,2.8,0.15,0.0,1.39,0.0,9.46,3.05,0.52,4.73,0.0,0.0,0.0,0.0,3.07,11.88,16.96,0.6
University of Iowa,university-of-iowa,Iowa City,IA,USA,41.661935,-91.536425,https://uiowa.edu/,Public,21691,21691,84.67,1220,26,10964,32927,12616,950,73.06,89.3,21398,41.68,15.0,0.0,1.0,0.0,0.33,4.73,0.0,2.36,0.0,3.4,8.24,0.0,1.12,0.0,0.0,3.26,3.55,0.0,4.48,1.81,0.0,8.92,10.91,0.42,0.0,1.37,0.0,0.0,0.0,0.68,6.81,0.0,0.0,0.0,0.0,4.48,7.86,23.28,0.98
Washington State University,washington-state-university,Pullman,WA,USA,46.730448,-117.158168,https://wsu.edu/,Public,21583,21583,85.36,,,12997,29073,13131,762,61.64,79.57,14401,30.83,15.0,2.96,0.4,0.91,0.1,8.75,0.0,4.34,0.0,3.86,8.0,1.15,0.33,3.71,0.0,1.98,1.41,0.0,8.85,0.9,0.0,1.7,1.01,0.22,0.0,2.91,0.0,8.53,0.0,0.08,10.26,0.0,0.0,0.0,0.0,1.43,6.47,18.46,1.3
California Polytechnic State University-San Luis Obispo,california-polytechnic-state-university-san-luis-obispo,San Luis Obispo,CA,USA,35.299513,-120.657311,https://calpoly.edu/,Public,21521,21521,29.75,,,11075,30995,17220,1089,85.19,95.21,15624,23.49,18.0,10.56,3.42,4.33,0.16,2.52,1.51,4.14,0.0,1.07,23.67,0.74,0.1,0.0,0.0,0.99,2.37,0.0,4.56,1.86,0.0,2.66,3.65,0.58,0.0,1.98,0.0,2.7,0.0,0.0,5.01,0.0,0.0,0.0,0.0,1.81,1.26,17.26,1.09
University of Oklahoma-Norman Campus,university-of-oklahoma-norman-campus,Norman,OK,USA,35.209407,-97.444211,https://www.ou.edu/,Public,21496,21496,76.54,1239,26,9595,26665,13310,800,75.3,88.88,17413,32.76,17.0,0.0,0.55,1.4,0.22,8.53,0.0,2.64,0.0,3.1,10.79,0.0,1.13,0.0,0.0,0.71,4.47,0.0,6.09,0.75,0.0,4.52,3.61,0.22,0.0,3.26,0.0,7.07,0.73,1.24,6.47,0.0,0.0,0.0,0.89,3.79,1.59,25.45,0.8
California State University-Los Angeles,california-state-university-los-angeles,Los Angeles,CA,USA,34.066927,-118.168965,https://www.calstatela.edu/,Public,21478,21478,91.93,,,6813,18698,18658,1011,52.57,72.87,4113,20.4,19.0,0.13,0.0,0.0,0.48,6.65,0.2,4.57,0.0,7.61,4.29,0.95,0.63,0.0,0.0,1.55,2.48,0.0,3.11,0.66,0.0,1.54,4.9,0.27,0.0,0.59,0.0,7.36,7.26,4.99,9.97,0.0,0.0,0.0,0.0,4.02,8.77,16.01,1.02
The University of Texas at Dallas,the-university-of-texas-at-dallas,Richardson,TX,USA,32.984673,-96.749702,https://www.utdallas.edu/,Public,21317,21317,65.46,1300,,14564,40064,13832,1200,70.83,88.13,17435,35.28,27.0,0.0,0.0,0.0,0.02,0.0,0.0,21.74,0.0,0.08,12.7,0.0,0.72,0.0,0.0,0.0,0.0,0.0,13.7,1.22,0.0,3.04,0.0,0.21,0.0,1.45,0.0,6.78,0.0,0.68,4.07,0.0,0.0,0.0,0.0,6.81,7.57,18.6,0.62
Temple University,temple-university,Philadelphia,PA,USA,39.980546,-75.156859,https://www.temple.edu/,Public,21249,21249,82.92,,,22082,37462,16968,1240,74.68,83.38,29219,55.27,12.0,0.22,0.78,1.19,0.49,10.12,0.0,5.85,0.0,3.64,4.12,0.92,1.77,0.32,0.48,1.09,0.22,0.0,6.94,0.87,0.26,2.94,3.11,0.32,0.0,0.68,0.0,6.04,2.31,0.88,4.75,0.0,0.0,0.0,0.0,7.77,10.68,20.6,0.63
California State University-Fresno,california-state-university-fresno,Fresno,CA,USA,36.811154,-119.744569,https://www.fresnostate.edu/,Public,21070,21070,96.38,,,6980,18860,11634,938,54.82,77.78,6480,19.78,18.0,6.67,0.26,0.5,0.54,3.12,0.0,1.28,0.0,1.7,3.38,1.88,1.24,1.68,0.0,1.52,10.59,0.0,4.16,0.92,0.0,1.14,6.61,0.46,0.0,1.02,0.0,12.65,0.0,1.38,11.91,0.0,0.0,0.0,0.0,3.7,7.81,11.93,1.92
Georgia Southern University,georgia-southern-university,Statesboro,GA,USA,32.426153,-81.784045,https://www.georgiasouthern.edu/,Public,21029,21029,89.63,1057,21,5905,16959,10993,1200,52.05,77.19,16531,40.04,24.0,0.0,0.03,0.0,0.08,2.75,0.0,5.53,0.0,6.06,8.07,3.0,0.61,3.11,0.0,2.34,4.0,0.0,5.25,0.33,0.0,0.0,7.21,0.36,0.0,1.35,0.0,6.9,0.0,0.0,6.37,0.0,0.0,0.0,0.0,2.9,14.77,18.41,0.59
University of Southern California,university-of-southern-california,Los Angeles,CA,USA,34.021281,-118.284169,https://www.usc.edu/,Private Non-Profit,20817,20817,10.02,1501,34,68237,68237,19198,1200,91.99,96.5,,24.85,9.0,0.0,0.84,3.32,0.36,8.09,0.0,6.74,0.0,0.0,8.65,0.55,1.07,0.0,0.0,1.03,0.0,0.0,4.14,2.6,0.0,6.72,0.0,1.34,0.0,0.65,0.0,3.3,0.4,0.78,10.29,0.0,0.0,0.0,0.0,12.05,2.39,23.31,1.37
Oklahoma State University-Main Campus,oklahoma-state-university-main-campus,Stillwater,OK,USA,36.123085,-97.069743,https://www.okstate.edu/,Public,20814,20814,70.93,1145,24,10234,25754,11300,1300,65.89,83.87,16378,37.97,18.0,10.0,0.27,1.0,0.14,2.69,0.0,3.12,0.0,3.94,11.65,3.33,0.14,3.63,0.0,0.61,5.55,0.0,7.63,0.67,0.0,0.22,2.41,0.22,0.0,0.61,0.0,5.14,0.0,0.0,2.71,0.0,0.0,0.0,2.45,3.12,2.73,25.34,0.65
Virginia Commonwealth University,virginia-commonwealth-university,Richmond,VA,USA,37.54962,-77.452697,https://www.vcu.edu/,Public,20797,20797,93.06,1168,25,16458,39042,16119,1240,65.38,85.63,19452,41.73,17.0,0.0,1.26,0.0,1.09,3.95,0.0,6.51,0.0,7.82,4.79,0.0,0.19,0.0,0.0,2.0,0.0,0.0,7.88,0.48,0.0,5.99,0.06,0.38,0.0,2.31,0.0,9.62,6.28,2.04,4.52,0.0,0.0,0.0,0.0,12.44,6.81,12.19,1.39
University of North Carolina at Chapel Hill,university-of-north-carolina-at-chapel-hill,Chapel Hill,NC,USA,35.911769,-79.050969,https://www.unc.edu/,Public,20556,20556,18.74,1454,25,8989,39330,13016,1290,92.07,97.15,12983,18.3,15.0,0.0,2.0,0.0,1.86,9.15,0.0,8.3,0.0,2.3,3.01,0.0,0.79,1.07,0.0,2.16,0.3,0.0,13.53,4.06,0.0,9.41,5.8,0.5,0.0,2.79,0.0,0.0,0.0,1.78,12.68,0.0,0.0,0.0,0.0,1.27,6.22,9.65,1.37
The University of Texas at El Paso,the-university-of-texas-at-el-paso,El Paso,TX,USA,31.77015,-106.504098,https://www.utep.edu/,Public,20547,20547,99.9,982,,9744,25512,10864,1646,45.95,77.35,10726,29.46,20.0,0.0,0.29,0.0,0.18,3.92,0.0,4.91,0.0,6.99,9.85,0.0,0.75,0.0,0.0,1.69,0.0,0.0,10.39,0.91,0.0,5.43,3.77,0.26,0.0,0.78,0.0,6.88,7.07,1.43,2.62,0.0,0.0,0.0,0.0,2.73,14.58,13.38,1.2
James Madison University,james-madison-university,Harrisonburg,VA,USA,38.436311,-78.870484,https://www.jmu.edu/,Public,20497,20497,76.25,1247,27,13576,30790,12584,1254,80.89,90.14,21816,30.42,17.0,0.0,0.0,0.0,0.0,8.91,0.0,6.2,0.0,3.72,1.48,0.0,0.31,0.6,1.52,1.59,3.18,0.0,4.59,0.94,0.0,2.71,6.09,0.22,0.0,1.54,0.0,7.23,0.0,2.19,7.16,0.0,0.0,0.0,0.0,5.44,18.78,14.22,1.37
Utah State University,utah-state-university,Logan,UT,USA,41.740748,-111.81391,https://www.usu.edu/,Public,20342,20342,93.62,1189,25,9228,24802,8644,856,57.32,74.15,12869,19.25,19.0,4.34,0.67,0.58,0.58,2.84,0.0,3.69,0.39,7.97,4.75,1.88,0.35,2.18,0.25,1.67,15.49,0.0,3.08,1.08,0.0,4.77,2.73,0.28,0.0,0.55,0.0,3.67,0.04,1.49,9.29,0.34,1.49,0.44,3.1,1.75,9.04,8.22,1.01
University at Buffalo,university-at-buffalo,Buffalo,NY,USA,43.000942,-78.789458,https://www.buffalo.edu/,Public,20284,20284,69.3,1298,28,10782,30572,16754,1500,73.41,84.45,20470,40.91,11.0,0.0,0.72,2.65,0.18,6.73,0.0,5.7,0.0,0.0,14.34,0.0,0.7,0.0,1.15,1.46,0.0,0.0,10.44,2.15,0.0,0.35,0.0,0.12,0.0,2.01,0.0,10.54,0.0,0.0,10.71,0.0,0.0,0.0,0.0,3.43,7.73,17.23,1.66
University of Pittsburgh-Pittsburgh Campus,university-of-pittsburgh-pittsburgh-campus,Pittsburgh,PA,USA,40.444388,-79.953254,https://www.pitt.edu/,Public,20189,20189,49.7,1371,31,21524,39890,13420,584,84.34,92.4,30074,37.17,13.0,0.0,0.0,0.29,1.79,2.0,0.0,7.52,0.0,0.0,11.4,0.02,2.02,0.0,0.26,5.35,0.43,0.0,10.85,1.59,0.0,7.5,1.02,0.69,0.0,2.78,0.0,8.09,1.05,0.69,6.43,0.0,0.0,0.0,0.0,1.41,13.89,11.39,1.54
San Francisco State University,san-francisco-state-university,San Francisco,CA,USA,37.721224,-122.476799,https://www.sfsu.edu/,Public,20033,20033,96.15,,,7424,19304,17955,1099,50.15,83.74,12882,25.43,16.0,0.0,0.9,0.0,1.25,7.15,0.0,5.71,0.0,4.42,3.41,0.0,0.8,1.18,0.0,2.37,0.95,0.0,7.54,0.78,0.0,1.51,3.49,0.63,0.0,0.78,0.0,8.77,3.66,0.45,7.07,0.0,0.0,0.0,0.0,10.04,7.07,18.94,1.14
East Carolina University,east-carolina-university,Greenville,NC,USA,35.607186,-77.368291,https://www.ecu.edu/,Public,19857,19857,90.06,1143,,7361,23638,11000,1794,62.14,81.73,16514,40.42,17.0,0.0,0.0,0.28,0.02,4.92,0.0,3.43,0.0,7.16,1.65,7.86,0.26,2.1,0.0,0.95,3.89,0.0,7.64,0.24,0.0,0.95,2.04,0.14,0.0,1.31,0.0,4.86,3.19,1.45,3.75,0.0,0.0,0.0,0.0,3.41,16.98,20.79,0.71
University of Kansas,university-of-kansas,Lawrence,KS,USA,38.958549,-95.247567,https://ku.edu/,Public,19857,19857,88.2,1186,25,11700,29412,10818,1224,68.79,85.13,17365,37.36,17.0,0.0,1.05,2.21,0.62,6.31,0.0,2.96,0.0,2.6,8.3,0.0,1.39,0.0,0.26,1.24,5.28,0.0,6.16,1.18,0.11,3.9,4.59,0.39,0.0,1.37,0.0,7.85,0.0,1.87,4.14,0.0,0.0,0.0,0.0,4.89,10.36,20.33,0.64
University of Oregon,university-of-oregon,Eugene,OR,USA,44.045146,-123.075792,https://www.uoregon.edu/,Public,19758,19758,85.11,1257,,15669,43302,15840,1320,71.48,84.95,21782,30.86,20.0,0.0,3.08,2.33,1.1,13.49,0.0,1.59,0.0,2.47,0.0,0.0,2.64,0.0,0.0,1.52,0.15,0.0,9.54,0.78,0.0,4.82,0.0,0.59,0.0,1.79,0.0,8.03,0.0,3.94,16.03,0.0,0.0,0.0,0.0,8.1,1.1,15.47,1.44
Appalachian State University,appalachian-state-university,Boone,NC,USA,36.215536,-81.680583,https://www.appstate.edu/,Public,19304,19304,88.64,1187,27,7541,24537,12258,800,73.11,85.33,16487,37.56,16.0,0.07,2.51,0.2,0.12,6.04,0.2,2.44,0.0,9.39,0.0,1.41,0.52,1.45,0.0,1.73,0.44,0.0,3.92,0.86,0.0,0.39,8.26,0.22,0.0,2.22,0.0,7.72,3.55,2.54,5.33,0.0,0.0,0.0,0.0,6.14,8.97,21.92,1.43
University of Connecticut,university-of-connecticut,Storrs,CT,USA,41.809098,-72.249948,https://uconn.edu/,Public,19147,19147,53.95,1338,30,20366,43034,13996,990,83.8,91.44,22886,40.53,16.0,2.86,1.69,0.18,0.38,5.96,0.0,2.55,0.0,2.5,11.28,0.0,1.1,2.36,0.0,1.62,2.57,0.0,9.12,3.22,0.0,1.42,0.95,0.2,0.0,1.44,0.0,7.47,0.0,0.56,11.69,0.0,0.0,0.0,0.0,1.85,12.02,13.84,1.17
Kent State University at Kent,kent-state-university-at-kent,Kent,OH,USA,41.146653,-81.342533,https://www.kent.edu/,Public,19134,19134,86.65,1095,22,12846,22316,13040,1200,65.45,78.79,19614,49.9,21.0,0.0,1.07,2.02,0.06,6.3,0.0,2.92,0.0,9.2,0.43,0.8,0.84,1.76,0.3,1.31,2.43,0.0,4.38,0.56,0.0,0.15,2.45,0.04,0.0,1.12,0.0,7.24,3.09,0.0,2.71,0.0,0.0,0.0,1.74,8.55,15.88,21.96,0.67
Grand Valley State University,grand-valley-state-university,Allendale,MI,USA,42.963001,-85.889826,https://www.gvsu.edu/,Public,19073,19073,94.69,1079,,14628,20820,11142,780,68.65,76.74,17096,48.56,15.0,0.0,2.12,0.0,0.18,5.5,0.0,3.33,0.0,3.06,2.76,0.57,0.57,0.0,1.15,2.55,1.84,0.0,9.01,2.05,0.0,0.92,5.61,0.14,0.0,0.67,0.0,5.79,2.51,3.33,4.92,0.0,0.0,0.0,0.0,4.21,14.69,21.02,1.49
University of Mississippi,university-of-mississippi,University,MS,USA,34.365529,-89.537434,https://www.olemiss.edu/,Public,18995,18995,97.78,1187,25,9412,26980,12040,1200,68.49,87.93,13164,32.92,17.0,0.0,0.0,0.0,0.08,8.49,0.0,1.34,0.0,5.15,4.37,0.0,0.51,0.0,0.62,0.9,1.93,0.0,4.61,0.31,0.0,3.81,3.7,0.21,0.0,1.0,0.0,4.48,2.83,3.47,4.14,0.0,0.0,0.0,0.0,1.34,18.73,27.22,0.77
University of Nebraska-Lincoln,university-of-nebraska-lincoln,Lincoln,NE,USA,40.817598,-96.700508,https://www.unl.edu/,Public,18887,18887,77.07,1191,25,10108,27748,13856,1250,65.85,84.27,17424,33.73,16.0,9.27,2.23,2.58,0.09,7.13,0.0,2.79,0.0,6.76,10.96,1.01,0.47,7.58,0.09,1.22,0.05,0.0,5.98,1.41,0.0,0.68,0.0,0.16,0.0,1.22,0.0,5.35,0.87,0.0,3.64,0.0,0.0,0.0,0.0,3.43,1.15,23.32,0.56
